city,state,house_type,price,year,month,time
San Francisco,CA,2,1155564.0,2016,08,2016-08
Berkeley,CA,2,895651.0,2016,08,2016-08
Mountain View,CA,2,958756.0,2016,08,2016-08
Palo Alto,CA,2,1813238.0,2016,08,2016-08
Foster City,CA,2,970851.0,2016,08,2016-08
San Francisco,CA,2,1152203.0,2016,09,2016-09
Berkeley,CA,2,893038.0,2016,09,2016-09
Mountain View,CA,2,958200.0,2016,09,2016-09
Palo Alto,CA,2,1789783.0,2016,09,2016-09
Foster City,CA,2,969631.0,2016,09,2016-09
San Francisco,CA,2,1156437.0,2016,10,2016-10
Berkeley,CA,2,899429.0,2016,10,2016-10
Mountain View,CA,2,965451.0,2016,10,2016-10
Palo Alto,CA,2,1793052.0,2016,10,2016-10
Foster City,CA,2,971291.0,2016,10,2016-10
San Francisco,CA,2,1166559.0,2016,11,2016-11
Berkeley,CA,2,906727.0,2016,11,2016-11
Mountain View,CA,2,967499.0,2016,11,2016-11
Palo Alto,CA,2,1788032.0,2016,11,2016-11
Foster City,CA,2,972222.0,2016,11,2016-11
San Francisco,CA,2,1171810.0,2016,12,2016-12
Berkeley,CA,2,913147.0,2016,12,2016-12
Mountain View,CA,2,971794.0,2016,12,2016-12
Palo Alto,CA,2,1799610.0,2016,12,2016-12
Foster City,CA,2,984814.0,2016,12,2016-12
San Francisco,CA,2,1173102.0,2017,01,2017-01
Berkeley,CA,2,915674.0,2017,01,2017-01
Mountain View,CA,2,975480.0,2017,01,2017-01
Palo Alto,CA,2,1804493.0,2017,01,2017-01
Foster City,CA,2,993275.0,2017,01,2017-01
San Francisco,CA,2,1169666.0,2017,02,2017-02
Berkeley,CA,2,919329.0,2017,02,2017-02
Mountain View,CA,2,984522.0,2017,02,2017-02
Palo Alto,CA,2,1812677.0,2017,02,2017-02
Foster City,CA,2,1005129.0,2017,02,2017-02
San Francisco,CA,2,1168606.0,2017,03,2017-03
Berkeley,CA,2,930732.0,2017,03,2017-03
Mountain View,CA,2,988141.0,2017,03,2017-03
Palo Alto,CA,2,1811181.0,2017,03,2017-03
Foster City,CA,2,1004895.0,2017,03,2017-03
San Francisco,CA,2,1176112.0,2017,04,2017-04
Berkeley,CA,2,935492.0,2017,04,2017-04
Mountain View,CA,2,993976.0,2017,04,2017-04
Palo Alto,CA,2,1817795.0,2017,04,2017-04
Foster City,CA,2,1006626.0,2017,04,2017-04
San Francisco,CA,2,1187816.0,2017,05,2017-05
Berkeley,CA,2,939877.0,2017,05,2017-05
Mountain View,CA,2,999664.0,2017,05,2017-05
Palo Alto,CA,2,1830064.0,2017,05,2017-05
Foster City,CA,2,1010811.0,2017,05,2017-05
San Francisco,CA,2,1200355.0,2017,06,2017-06
Berkeley,CA,2,946817.0,2017,06,2017-06
Mountain View,CA,2,1012747.0,2017,06,2017-06
Palo Alto,CA,2,1844689.0,2017,06,2017-06
Foster City,CA,2,1015899.0,2017,06,2017-06
San Francisco,CA,2,1213172.0,2017,07,2017-07
Berkeley,CA,2,966922.0,2017,07,2017-07
Mountain View,CA,2,1028243.0,2017,07,2017-07
Palo Alto,CA,2,1848300.0,2017,07,2017-07
Foster City,CA,2,1025713.0,2017,07,2017-07
San Francisco,CA,2,1226865.0,2017,08,2017-08
Berkeley,CA,2,983302.0,2017,08,2017-08
Mountain View,CA,2,1048140.0,2017,08,2017-08
Palo Alto,CA,2,1859414.0,2017,08,2017-08
Foster City,CA,2,1032451.0,2017,08,2017-08
San Francisco,CA,2,1238687.0,2017,09,2017-09
Berkeley,CA,2,1001436.0,2017,09,2017-09
Mountain View,CA,2,1072946.0,2017,09,2017-09
Palo Alto,CA,2,1891946.0,2017,09,2017-09
Foster City,CA,2,1046054.0,2017,09,2017-09
San Francisco,CA,2,1246162.0,2017,10,2017-10
Berkeley,CA,2,1007179.0,2017,10,2017-10
Mountain View,CA,2,1097559.0,2017,10,2017-10
Palo Alto,CA,2,1938803.0,2017,10,2017-10
Foster City,CA,2,1062485.0,2017,10,2017-10
San Francisco,CA,2,1253525.0,2017,11,2017-11
Berkeley,CA,2,1018304.0,2017,11,2017-11
Mountain View,CA,2,1122379.0,2017,11,2017-11
Palo Alto,CA,2,1990161.0,2017,11,2017-11
Foster City,CA,2,1087593.0,2017,11,2017-11
San Francisco,CA,2,1260387.0,2017,12,2017-12
Berkeley,CA,2,1028450.0,2017,12,2017-12
Mountain View,CA,2,1147774.0,2017,12,2017-12
Palo Alto,CA,2,2038609.0,2017,12,2017-12
Foster City,CA,2,1106255.0,2017,12,2017-12
San Francisco,CA,2,1267733.0,2018,01,2018-01
Berkeley,CA,2,1044101.0,2018,01,2018-01
Mountain View,CA,2,1172089.0,2018,01,2018-01
Palo Alto,CA,2,2089716.0,2018,01,2018-01
Foster City,CA,2,1123400.0,2018,01,2018-01
San Francisco,CA,2,1280067.0,2018,02,2018-02
Berkeley,CA,2,1055874.0,2018,02,2018-02
Mountain View,CA,2,1196545.0,2018,02,2018-02
Palo Alto,CA,2,2139118.0,2018,02,2018-02
Foster City,CA,2,1131710.0,2018,02,2018-02
San Francisco,CA,2,1301887.0,2018,03,2018-03
Berkeley,CA,2,1064602.0,2018,03,2018-03
Mountain View,CA,2,1221387.0,2018,03,2018-03
Palo Alto,CA,2,2182488.0,2018,03,2018-03
Foster City,CA,2,1147912.0,2018,03,2018-03
San Francisco,CA,2,1321876.0,2018,04,2018-04
Berkeley,CA,2,1075432.0,2018,04,2018-04
Mountain View,CA,2,1240089.0,2018,04,2018-04
Palo Alto,CA,2,2202068.0,2018,04,2018-04
Foster City,CA,2,1166072.0,2018,04,2018-04
San Francisco,CA,2,1332236.0,2018,05,2018-05
Berkeley,CA,2,1088455.0,2018,05,2018-05
Mountain View,CA,2,1264901.0,2018,05,2018-05
Palo Alto,CA,2,2221485.0,2018,05,2018-05
Foster City,CA,2,1189280.0,2018,05,2018-05
San Francisco,CA,2,1346194.0,2018,06,2018-06
Berkeley,CA,2,1092593.0,2018,06,2018-06
Mountain View,CA,2,1281446.0,2018,06,2018-06
Palo Alto,CA,2,2247487.0,2018,06,2018-06
Foster City,CA,2,1206077.0,2018,06,2018-06
San Francisco,CA,2,1354952.0,2018,07,2018-07
Berkeley,CA,2,1084311.0,2018,07,2018-07
Mountain View,CA,2,1298569.0,2018,07,2018-07
Palo Alto,CA,2,2293956.0,2018,07,2018-07
Foster City,CA,2,1218133.0,2018,07,2018-07
San Francisco,CA,2,1364802.0,2018,08,2018-08
Berkeley,CA,2,1073223.0,2018,08,2018-08
Mountain View,CA,2,1291007.0,2018,08,2018-08
Palo Alto,CA,2,2298733.0,2018,08,2018-08
Foster City,CA,2,1230171.0,2018,08,2018-08
San Francisco,CA,2,1363255.0,2018,09,2018-09
Berkeley,CA,2,1062513.0,2018,09,2018-09
Mountain View,CA,2,1276395.0,2018,09,2018-09
Palo Alto,CA,2,2277033.0,2018,09,2018-09
Foster City,CA,2,1236947.0,2018,09,2018-09
San Francisco,CA,2,1364140.0,2018,10,2018-10
Berkeley,CA,2,1063447.0,2018,10,2018-10
Mountain View,CA,2,1255662.0,2018,10,2018-10
Palo Alto,CA,2,2231657.0,2018,10,2018-10
Foster City,CA,2,1237065.0,2018,10,2018-10
San Francisco,CA,2,1358550.0,2018,11,2018-11
Berkeley,CA,2,1063872.0,2018,11,2018-11
Mountain View,CA,2,1239303.0,2018,11,2018-11
Palo Alto,CA,2,2197759.0,2018,11,2018-11
Foster City,CA,2,1227567.0,2018,11,2018-11
San Francisco,CA,2,1351024.0,2018,12,2018-12
Berkeley,CA,2,1059682.0,2018,12,2018-12
Mountain View,CA,2,1216318.0,2018,12,2018-12
Palo Alto,CA,2,2151809.0,2018,12,2018-12
Foster City,CA,2,1211589.0,2018,12,2018-12
San Francisco,CA,2,1349430.0,2019,01,2019-01
Berkeley,CA,2,1050876.0,2019,01,2019-01
Mountain View,CA,2,1192109.0,2019,01,2019-01
Palo Alto,CA,2,2107408.0,2019,01,2019-01
Foster City,CA,2,1194911.0,2019,01,2019-01
San Francisco,CA,2,1347187.0,2019,02,2019-02
Berkeley,CA,2,1045085.0,2019,02,2019-02
Mountain View,CA,2,1169088.0,2019,02,2019-02
Palo Alto,CA,2,2075007.0,2019,02,2019-02
Foster City,CA,2,1186220.0,2019,02,2019-02
San Francisco,CA,2,1342991.0,2019,03,2019-03
Berkeley,CA,2,1041460.0,2019,03,2019-03
Mountain View,CA,2,1150900.0,2019,03,2019-03
Palo Alto,CA,2,2052302.0,2019,03,2019-03
Foster City,CA,2,1175236.0,2019,03,2019-03
San Francisco,CA,2,1335013.0,2019,04,2019-04
Berkeley,CA,2,1043814.0,2019,04,2019-04
Mountain View,CA,2,1144379.0,2019,04,2019-04
Palo Alto,CA,2,2050301.0,2019,04,2019-04
Foster City,CA,2,1175448.0,2019,04,2019-04
San Francisco,CA,2,1340277.0,2019,05,2019-05
Berkeley,CA,2,1047494.0,2019,05,2019-05
Mountain View,CA,2,1137783.0,2019,05,2019-05
Palo Alto,CA,2,2045190.0,2019,05,2019-05
Foster City,CA,2,1178423.0,2019,05,2019-05
San Francisco,CA,2,1344686.0,2019,06,2019-06
Berkeley,CA,2,1057100.0,2019,06,2019-06
Mountain View,CA,2,1133412.0,2019,06,2019-06
Palo Alto,CA,2,2034026.0,2019,06,2019-06
Foster City,CA,2,1182879.0,2019,06,2019-06
San Francisco,CA,2,1352190.0,2019,07,2019-07
Berkeley,CA,2,1061114.0,2019,07,2019-07
Mountain View,CA,2,1123612.0,2019,07,2019-07
Palo Alto,CA,2,2001041.0,2019,07,2019-07
Foster City,CA,2,1178415.0,2019,07,2019-07
San Francisco,CA,2,1349538.0,2019,08,2019-08
Berkeley,CA,2,1064159.0,2019,08,2019-08
Mountain View,CA,2,1116945.0,2019,08,2019-08
Palo Alto,CA,2,1978146.0,2019,08,2019-08
Foster City,CA,2,1163901.0,2019,08,2019-08
San Francisco,CA,2,1350944.0,2019,09,2019-09
Berkeley,CA,2,1067876.0,2019,09,2019-09
Mountain View,CA,2,1118819.0,2019,09,2019-09
Palo Alto,CA,2,1972787.0,2019,09,2019-09
Foster City,CA,2,1159092.0,2019,09,2019-09
San Francisco,CA,2,1359698.0,2019,10,2019-10
Berkeley,CA,2,1069467.0,2019,10,2019-10
Mountain View,CA,2,1119410.0,2019,10,2019-10
Palo Alto,CA,2,1975710.0,2019,10,2019-10
Foster City,CA,2,1150738.0,2019,10,2019-10
San Francisco,CA,2,1369550.0,2019,11,2019-11
Berkeley,CA,2,1070065.0,2019,11,2019-11
Mountain View,CA,2,1123831.0,2019,11,2019-11
Palo Alto,CA,2,1981693.0,2019,11,2019-11
Foster City,CA,2,1149717.0,2019,11,2019-11
San Francisco,CA,2,1383190.0,2019,12,2019-12
Berkeley,CA,2,1076362.0,2019,12,2019-12
Mountain View,CA,2,1128432.0,2019,12,2019-12
Palo Alto,CA,2,1989684.0,2019,12,2019-12
Foster City,CA,2,1147153.0,2019,12,2019-12
San Francisco,CA,2,1383700.0,2020,01,2020-01
Berkeley,CA,2,1086978.0,2020,01,2020-01
Mountain View,CA,2,1141752.0,2020,01,2020-01
Palo Alto,CA,2,2013775.0,2020,01,2020-01
Foster City,CA,2,1155937.0,2020,01,2020-01
San Francisco,CA,2,1386421.0,2020,02,2020-02
Berkeley,CA,2,1091689.0,2020,02,2020-02
Mountain View,CA,2,1157383.0,2020,02,2020-02
Palo Alto,CA,2,2033564.0,2020,02,2020-02
Foster City,CA,2,1159953.0,2020,02,2020-02
San Francisco,CA,2,1383807.0,2020,03,2020-03
Berkeley,CA,2,1092788.0,2020,03,2020-03
Mountain View,CA,2,1173552.0,2020,03,2020-03
Palo Alto,CA,2,2059817.0,2020,03,2020-03
Foster City,CA,2,1169373.0,2020,03,2020-03
San Francisco,CA,2,1385166.0,2020,04,2020-04
Berkeley,CA,2,1088805.0,2020,04,2020-04
Mountain View,CA,2,1180503.0,2020,04,2020-04
Palo Alto,CA,2,2068009.0,2020,04,2020-04
Foster City,CA,2,1165835.0,2020,04,2020-04
San Francisco,CA,2,1378791.0,2020,05,2020-05
Berkeley,CA,2,1087623.0,2020,05,2020-05
Mountain View,CA,2,1182285.0,2020,05,2020-05
Palo Alto,CA,2,2074386.0,2020,05,2020-05
Foster City,CA,2,1156748.0,2020,05,2020-05
San Francisco,CA,2,1370842.0,2020,06,2020-06
Berkeley,CA,2,1086051.0,2020,06,2020-06
Mountain View,CA,2,1184078.0,2020,06,2020-06
Palo Alto,CA,2,2080901.0,2020,06,2020-06
Foster City,CA,2,1149079.0,2020,06,2020-06
San Francisco,CA,2,1362489.0,2020,07,2020-07
Berkeley,CA,2,1092999.0,2020,07,2020-07
Mountain View,CA,2,1188937.0,2020,07,2020-07
Palo Alto,CA,2,2096794.0,2020,07,2020-07
Foster City,CA,2,1149481.0,2020,07,2020-07
San Francisco,CA,2,1360845.0,2020,08,2020-08
Berkeley,CA,2,1103954.0,2020,08,2020-08
Mountain View,CA,2,1199922.0,2020,08,2020-08
Palo Alto,CA,2,2118248.0,2020,08,2020-08
Foster City,CA,2,1157711.0,2020,08,2020-08
San Francisco,CA,2,1360915.0,2020,09,2020-09
Berkeley,CA,2,1115198.0,2020,09,2020-09
Mountain View,CA,2,1205217.0,2020,09,2020-09
Palo Alto,CA,2,2131420.0,2020,09,2020-09
Foster City,CA,2,1159479.0,2020,09,2020-09
San Francisco,CA,2,1354052.0,2020,10,2020-10
Berkeley,CA,2,1126049.0,2020,10,2020-10
Mountain View,CA,2,1212961.0,2020,10,2020-10
Palo Alto,CA,2,2142125.0,2020,10,2020-10
Foster City,CA,2,1165697.0,2020,10,2020-10
San Francisco,CA,2,1348004.0,2020,11,2020-11
Berkeley,CA,2,1137841.0,2020,11,2020-11
Mountain View,CA,2,1214761.0,2020,11,2020-11
Palo Alto,CA,2,2143035.0,2020,11,2020-11
Foster City,CA,2,1168246.0,2020,11,2020-11
San Francisco,CA,2,1339200.0,2020,12,2020-12
Berkeley,CA,2,1148947.0,2020,12,2020-12
Mountain View,CA,2,1218154.0,2020,12,2020-12
Palo Alto,CA,2,2146180.0,2020,12,2020-12
Foster City,CA,2,1175324.0,2020,12,2020-12
San Francisco,CA,3,1218925.0,2015,01,2015-01
Berkeley,CA,3,944090.0,2015,01,2015-01
Mountain View,CA,3,1320171.0,2015,01,2015-01
Palo Alto,CA,3,2026058.0,2015,01,2015-01
Foster City,CA,3,1113446.0,2015,01,2015-01
San Francisco,CA,3,1227707.0,2015,02,2015-02
Berkeley,CA,3,952449.0,2015,02,2015-02
Mountain View,CA,3,1330088.0,2015,02,2015-02
Palo Alto,CA,3,2028771.0,2015,02,2015-02
Foster City,CA,3,1125375.0,2015,02,2015-02
San Francisco,CA,3,1244390.0,2015,03,2015-03
Berkeley,CA,3,970991.0,2015,03,2015-03
Mountain View,CA,3,1353919.0,2015,03,2015-03
Palo Alto,CA,3,2058413.0,2015,03,2015-03
Foster City,CA,3,1147016.0,2015,03,2015-03
San Francisco,CA,3,1265510.0,2015,04,2015-04
Berkeley,CA,3,987607.0,2015,04,2015-04
Mountain View,CA,3,1374109.0,2015,04,2015-04
Palo Alto,CA,3,2089415.0,2015,04,2015-04
Foster City,CA,3,1166160.0,2015,04,2015-04
San Francisco,CA,3,1273986.0,2015,05,2015-05
Berkeley,CA,3,1003109.0,2015,05,2015-05
Mountain View,CA,3,1394823.0,2015,05,2015-05
Palo Alto,CA,3,2144337.0,2015,05,2015-05
Foster City,CA,3,1190446.0,2015,05,2015-05
San Francisco,CA,3,1291696.0,2015,06,2015-06
Berkeley,CA,3,1016035.0,2015,06,2015-06
Mountain View,CA,3,1402695.0,2015,06,2015-06
Palo Alto,CA,3,2170034.0,2015,06,2015-06
Foster City,CA,3,1206743.0,2015,06,2015-06
San Francisco,CA,3,1315383.0,2015,07,2015-07
Berkeley,CA,3,1033968.0,2015,07,2015-07
Mountain View,CA,3,1411792.0,2015,07,2015-07
Palo Alto,CA,3,2193329.0,2015,07,2015-07
Foster City,CA,3,1232362.0,2015,07,2015-07
San Francisco,CA,3,1342519.0,2015,08,2015-08
Berkeley,CA,3,1052389.0,2015,08,2015-08
Mountain View,CA,3,1422626.0,2015,08,2015-08
Palo Alto,CA,3,2204105.0,2015,08,2015-08
Foster City,CA,3,1257344.0,2015,08,2015-08
San Francisco,CA,3,1365088.0,2015,09,2015-09
Berkeley,CA,3,1070946.0,2015,09,2015-09
Mountain View,CA,3,1433192.0,2015,09,2015-09
Palo Alto,CA,3,2221038.0,2015,09,2015-09
Foster City,CA,3,1276095.0,2015,09,2015-09
San Francisco,CA,3,1380998.0,2015,10,2015-10
Berkeley,CA,3,1080612.0,2015,10,2015-10
Mountain View,CA,3,1440175.0,2015,10,2015-10
Palo Alto,CA,3,2220335.0,2015,10,2015-10
Foster City,CA,3,1289511.0,2015,10,2015-10
San Francisco,CA,3,1384960.0,2015,11,2015-11
Berkeley,CA,3,1084815.0,2015,11,2015-11
Mountain View,CA,3,1440889.0,2015,11,2015-11
Palo Alto,CA,3,2208541.0,2015,11,2015-11
Foster City,CA,3,1298636.0,2015,11,2015-11
San Francisco,CA,3,1395781.0,2015,12,2015-12
Berkeley,CA,3,1094790.0,2015,12,2015-12
Mountain View,CA,3,1443986.0,2015,12,2015-12
Palo Alto,CA,3,2200599.0,2015,12,2015-12
Foster City,CA,3,1304682.0,2015,12,2015-12
San Francisco,CA,3,1414813.0,2016,01,2016-01
Berkeley,CA,3,1106373.0,2016,01,2016-01
Mountain View,CA,3,1452277.0,2016,01,2016-01
Palo Alto,CA,3,2220837.0,2016,01,2016-01
Foster City,CA,3,1323229.0,2016,01,2016-01
San Francisco,CA,3,1424122.0,2016,02,2016-02
Berkeley,CA,3,1122034.0,2016,02,2016-02
Mountain View,CA,3,1456873.0,2016,02,2016-02
Palo Alto,CA,3,2229803.0,2016,02,2016-02
Foster City,CA,3,1333586.0,2016,02,2016-02
San Francisco,CA,3,1420982.0,2016,03,2016-03
Berkeley,CA,3,1122701.0,2016,03,2016-03
Mountain View,CA,3,1459707.0,2016,03,2016-03
Palo Alto,CA,3,2232003.0,2016,03,2016-03
Foster City,CA,3,1337665.0,2016,03,2016-03
San Francisco,CA,3,1404329.0,2016,04,2016-04
Berkeley,CA,3,1127968.0,2016,04,2016-04
Mountain View,CA,3,1466034.0,2016,04,2016-04
Palo Alto,CA,3,2238889.0,2016,04,2016-04
Foster City,CA,3,1339008.0,2016,04,2016-04
San Francisco,CA,3,1405159.0,2016,05,2016-05
Berkeley,CA,3,1133799.0,2016,05,2016-05
Mountain View,CA,3,1462676.0,2016,05,2016-05
Palo Alto,CA,3,2221598.0,2016,05,2016-05
Foster City,CA,3,1332970.0,2016,05,2016-05
San Francisco,CA,3,1399034.0,2016,06,2016-06
Berkeley,CA,3,1141366.0,2016,06,2016-06
Mountain View,CA,3,1464288.0,2016,06,2016-06
Palo Alto,CA,3,2220056.0,2016,06,2016-06
Foster City,CA,3,1335245.0,2016,06,2016-06
San Francisco,CA,3,1387435.0,2016,07,2016-07
Berkeley,CA,3,1138831.0,2016,07,2016-07
Mountain View,CA,3,1452969.0,2016,07,2016-07
Palo Alto,CA,3,2221220.0,2016,07,2016-07
Foster City,CA,3,1322545.0,2016,07,2016-07
San Francisco,CA,3,1375544.0,2016,08,2016-08
Berkeley,CA,3,1136074.0,2016,08,2016-08
Mountain View,CA,3,1456570.0,2016,08,2016-08
Palo Alto,CA,3,2246175.0,2016,08,2016-08
Foster City,CA,3,1314628.0,2016,08,2016-08
San Francisco,CA,3,1375085.0,2016,09,2016-09
Berkeley,CA,3,1132262.0,2016,09,2016-09
Mountain View,CA,3,1454175.0,2016,09,2016-09
Palo Alto,CA,3,2253843.0,2016,09,2016-09
Foster City,CA,3,1312399.0,2016,09,2016-09
San Francisco,CA,3,1383922.0,2016,10,2016-10
Berkeley,CA,3,1143804.0,2016,10,2016-10
Mountain View,CA,3,1466383.0,2016,10,2016-10
Palo Alto,CA,3,2267579.0,2016,10,2016-10
Foster City,CA,3,1321455.0,2016,10,2016-10
San Francisco,CA,3,1397677.0,2016,11,2016-11
Berkeley,CA,3,1155907.0,2016,11,2016-11
Mountain View,CA,3,1474632.0,2016,11,2016-11
Palo Alto,CA,3,2282441.0,2016,11,2016-11
Foster City,CA,3,1327454.0,2016,11,2016-11
San Francisco,CA,3,1405205.0,2016,12,2016-12
Berkeley,CA,3,1165482.0,2016,12,2016-12
Mountain View,CA,3,1483190.0,2016,12,2016-12
Palo Alto,CA,3,2302526.0,2016,12,2016-12
Foster City,CA,3,1340454.0,2016,12,2016-12
San Francisco,CA,3,1406602.0,2017,01,2017-01
Berkeley,CA,3,1167448.0,2017,01,2017-01
Mountain View,CA,3,1486889.0,2017,01,2017-01
Palo Alto,CA,3,2311209.0,2017,01,2017-01
Foster City,CA,3,1345109.0,2017,01,2017-01
San Francisco,CA,3,1402658.0,2017,02,2017-02
Berkeley,CA,3,1168944.0,2017,02,2017-02
Mountain View,CA,3,1494193.0,2017,02,2017-02
Palo Alto,CA,3,2326702.0,2017,02,2017-02
Foster City,CA,3,1357336.0,2017,02,2017-02
San Francisco,CA,3,1400677.0,2017,03,2017-03
Berkeley,CA,3,1178855.0,2017,03,2017-03
Mountain View,CA,3,1498412.0,2017,03,2017-03
Palo Alto,CA,3,2336720.0,2017,03,2017-03
Foster City,CA,3,1357098.0,2017,03,2017-03
San Francisco,CA,3,1410155.0,2017,04,2017-04
Berkeley,CA,3,1185956.0,2017,04,2017-04
Mountain View,CA,3,1507195.0,2017,04,2017-04
Palo Alto,CA,3,2354122.0,2017,04,2017-04
Foster City,CA,3,1362960.0,2017,04,2017-04
San Francisco,CA,3,1424362.0,2017,05,2017-05
Berkeley,CA,3,1192196.0,2017,05,2017-05
Mountain View,CA,3,1518986.0,2017,05,2017-05
Palo Alto,CA,3,2370081.0,2017,05,2017-05
Foster City,CA,3,1372484.0,2017,05,2017-05
San Francisco,CA,3,1439490.0,2017,06,2017-06
Berkeley,CA,3,1204413.0,2017,06,2017-06
Mountain View,CA,3,1540357.0,2017,06,2017-06
Palo Alto,CA,3,2394306.0,2017,06,2017-06
Foster City,CA,3,1385776.0,2017,06,2017-06
San Francisco,CA,3,1456628.0,2017,07,2017-07
Berkeley,CA,3,1214818.0,2017,07,2017-07
Mountain View,CA,3,1569948.0,2017,07,2017-07
Palo Alto,CA,3,2407146.0,2017,07,2017-07
Foster City,CA,3,1402008.0,2017,07,2017-07
San Francisco,CA,3,1475390.0,2017,08,2017-08
Berkeley,CA,3,1221884.0,2017,08,2017-08
Mountain View,CA,3,1605884.0,2017,08,2017-08
Palo Alto,CA,3,2425371.0,2017,08,2017-08
Foster City,CA,3,1413167.0,2017,08,2017-08
San Francisco,CA,3,1492403.0,2017,09,2017-09
Berkeley,CA,3,1230795.0,2017,09,2017-09
Mountain View,CA,3,1651338.0,2017,09,2017-09
Palo Alto,CA,3,2458369.0,2017,09,2017-09
Foster City,CA,3,1427353.0,2017,09,2017-09
San Francisco,CA,3,1501938.0,2017,10,2017-10
Berkeley,CA,3,1237242.0,2017,10,2017-10
Mountain View,CA,3,1690866.0,2017,10,2017-10
Palo Alto,CA,3,2503443.0,2017,10,2017-10
Foster City,CA,3,1446577.0,2017,10,2017-10
San Francisco,CA,3,1512577.0,2017,11,2017-11
Berkeley,CA,3,1250527.0,2017,11,2017-11
Mountain View,CA,3,1730210.0,2017,11,2017-11
Palo Alto,CA,3,2556716.0,2017,11,2017-11
Foster City,CA,3,1478364.0,2017,11,2017-11
San Francisco,CA,3,1522835.0,2017,12,2017-12
Berkeley,CA,3,1263815.0,2017,12,2017-12
Mountain View,CA,3,1769924.0,2017,12,2017-12
Palo Alto,CA,3,2612468.0,2017,12,2017-12
Foster City,CA,3,1506294.0,2017,12,2017-12
San Francisco,CA,3,1533737.0,2018,01,2018-01
Berkeley,CA,3,1283271.0,2018,01,2018-01
Mountain View,CA,3,1810512.0,2018,01,2018-01
